Title,Body,Rating,Date,Name
They limited our 5 year old PayPal…,"They limited our 5 year old PayPal account, we were giving them $60K+ in revenue each year with our software product sale, and they limited our account permanently because of 1 customer who purchased from us, and we didn't reply him back for 4-5 days becuase of Christmas and New year 2023 holidays, and that customer filed a dispute and all sh.t happened.So we told PayPal to f..k off you mot..erf..kers. They  did that just because of one b.stard. They should have looked at all the positive transactions on our account. And we never liked PayPal as well, they're the Worst payment gateway service and these b.stards charge much more conversion fee. And also their conversation rate is also too low than other payment gateway providers. Someone will f.ck them up soon. 😇 Because they don't care about the Merchants, they don't care about Merchant's positive customers, they just care about the 1 Bad out of 999 Good customers, and make their decision on that.Stripe is far far way better than PayPal in terms of dispute, conversation rate, support and in all aspects.And PayPal's website is also too slow, so, they're just a f.cking sh.tty company and they do sh.ts all day. F.ck Off you b.stards. 🖕🏿",1,2023-02-02T04:48:14.000Z,James Heathway
This site is entirely deceptive and…,"This site is entirely deceptive and doesn't protect any purchases. When I complained about it on Facebook, they blocked me. I merely echoed the many voices saying the same thing about their deceptive and fraudulent practices.",1,2023-02-02T11:29:19.000Z,Anthony Nielsen
Awful awful awful,Awful awful awful. Paypal is now closing accounts to people who speak freely or against the mainstream narrative.,1,2023-02-02T03:14:11.000Z,misti casinger
Resolutionl from Pay Pal,"Email from Pay Pal:Case closed in your favorWe reviewed the case you filed on December 31, 2022 and have decided in your favor.We've issued a refund of $111.94 USD to you on February 1, 2023.Transaction amount$111.94 USDDispute amount$111.94 USDTransaction dateDecember 13, 2022Seller nameBrownstone ResourcesI ordered a drone from this co. early Dec. & co. kept trying to say item was shipped when in fact only a shipping label was created. They kept my $ all this time & never sent the item!  Very happy with Pay Pal getting my $ back for me. Do not buy from BROWNSTONE RESOURCES!!!!!",5,2023-02-01T21:19:52.000Z,Barbara Mroz
"not your pal, only protect the seller","don't think the Appeal could be helpful, it will only protect the seller",1,2023-02-01T18:18:05.000Z,Ip
I just tried to enter my details and…,I just tried to enter my details and when enter my postcode it said wrong postcode. I think that trading standards need to get involved to close pay pal down altogether,1,2023-02-01T16:27:11.000Z,Thomas Rea
Terrible for Small Businesses,PayPal is a terrible service for small business. We used PayPal to offer customer a buy now pay later option but PayPal offers ZERO protection on charge backs even when the business has fulfilled its obligations to the customer and has a no refund no return policy on certain services.If you own a small business do not use PayPal because they will cost your business money.,1,2023-02-01T16:22:20.000Z,Daliah
Rubbish customer service very hard to…,"Rubbish customer service very hard to understand and get point across, on a damage item which was found in favour of seller ebay protection load of rubbish, might as well of thrown me money in the bin.",1,2023-02-01T15:22:51.000Z,Alan pritchard
I've used PP since 2007,I've used PP since 2007. Over the years PP have become increasingly poor at customer service and require reams of information over and over.PP use to have a monopoly on certain transactions so users had no option to deal with them and the increasingly unreasonable demands.That monopoly is mostly a thing of the past and so should be PP.It toxic company to deal with in every way.Even getting them to close my account and purge my data took 4 weeks and 27 emails and me quoting gdpr regulations at them.Thankfully I will never have deal with them again.,1,2023-02-01T13:39:12.000Z,S Smith
They take your money when you transfer…,They take your money when you transfer to the bank even though they say they don't,1,2023-02-01T00:45:54.000Z,Aaron Brinkman
Low grade paypal security,"Paypal have suspended my account!! Saying there's been activity of a sexual nature, what!!! I have never sold on ebay or received money on my PayPal account for selling or buying, on any website, I only pay for things like itv competition, take away coop asda superdrug and  rarely ebay. And go without months using PayPal, so this was a shock to the system as I thought my PayPal account has been hacked and very worrying, I flagged this up with PayPal and said I have no clue what's this is about and please sort this out, and I've now complained to PayPal without any response, I cannot  use PayPal or closed the account, just left me worrying, its been like this for 3 weeks, PayPal security has gone, if they can't do a proper investigation to see what's going on. Nothing to do with me, so don't treat me as a criminal, it says on my PayPal that the issue has closed in my favour, also says PayPal have decided to to permanently limit my account, very nice conflicting information, and no explanation in full by a email about anything thanks PayPal for aexplanation or a apology",1,2023-01-31T22:39:32.000Z,Karen Edwards
They are NOT secure!!! Data BREACHES,"They are NOT secure. People will hack your account and delete your email so you can’t get into your account, then proceed to empty your bank account ! PayPal will do a “review” and still say you weren’t hacked. Thankfully my bank helped me. Because paypal clearly doesn’t care that their company has data breaches and will gaslight you telling you it was your phone that got hacked. NO. You protect the scammers who scam your costumers. DONT USE PAYPAL. ZERO STARS",1,2023-01-31T21:50:31.000Z,beck
Don't rely on Paypal,Paypal is not like before.They are completely supporting their business vendors.They are not issuing refund even the item was not delivered properly.This was happened to me personally.,1,2023-01-31T17:11:15.000Z,vancha maneeshreddy
"Avoid, poor communications and no way to cancel","It's impossible to communicate with pay pal to cancel an order and get a refund. They make it impossible to cancel orders and don't remove sellers who are scamming customers. I'm really not happy. It's only when you try to do something that you find out that, in my opinion, PayPal don't actually care and are set up to only make sales for themselves and not for sellers or buyers.",1,2023-01-31T12:33:34.000Z,Simon
Horrible waste of time,Horrible waste of time. Signed up 10 days ago so I could send someone money in the states from Canada. Been tens days and still can’t send 50$. Everyone I talk to there seems brain dead I’m sure this company won’t last much longer when it doesn’t even work anymore!,1,2023-01-31T07:46:17.000Z,Chris Whitfield
Paypal is becoming a joke,Paypal is becoming a joke. Wife ordered some stupid pepers stuffed with chees. The seller took the $26.20 immidiately but hasn't processed the order. 10 days later wife got tired of waiting to get her order processed and contacted the seller to cancel the order. The seller never responded. Than wife contacted Paypal to file a dispute. Paypal took their time to review the claim and closed the claim without resolution. They turned the claim down saying we had to comunicate and dispute the issue with the seller. How do you communicate with someone across the world if they don't respond? That is why we use Paypal in first case to be protected. Paypal can take their Paypal quarantee and costumer service and showe it where the sun doesn't shine. This outsourcing of workforce to 3rd World countries will bite us all. Stop usin Paypal and use your financial institutions. They will beck you better than Paypal ever could imagine.,1,2023-01-31T02:21:39.000Z,John Miran Pust
PAYPAL DONT HELP PROTECT CONSUMERS MONEY ANYMORE,"I returned online items by post, all in one box to Zara. One returns parcel. Most items from the return were processed however they have left off £90 of items and I'm banging my head against a wall with them, that's if they even answer! Paypal haven't helped at all and have refused my claim, because I selected the wrong claim reason as 'zara lying about returns' wasn't listed as an option I had to choose 'item not as described' so now they've refused my case despite numerous messages and attachments prooving my case. £90 profit to zara and I have nothing to show for it. Its theft surely?",1,2023-01-30T21:26:39.000Z,Stella
Horrendous,"Horrendous, seven phone calls just to try to speak with someone, my problem was not covered by their options,  Even when I did make contact both of us had difficulty in understanding each other.  It goes without saying my problem was not resolved",1,2023-01-30T20:49:30.000Z,John Maguire
I bought a defective item and Paypal would not help,"I bought a defective item and paid with PayPal, however, the company (CammPro at AliExpress) would not respond to my messages. I logged a dispute with PayPal and they told me that in order to get a refund, that I had to pay to return the defective item, even though I told them that shipping would cost more than the item. I was willing to return the item but I wanted the seller to pay for the return. However, Paypal said that they could not make the seller pay for the return shipping. It made no sense to pay to return the item as I would lose money. I had never purchased from AliExpress before but did so because I thought (wrongly) that PayPal would protect customers from fraudulent sellers, if something were to go wrong. But they don't. PayPal told me they could not help me and to contact my credit card company. I will never use PayPal again, as there is no benefit in the ""service"" and the dispute process is in favour of unscrupulous sellers.",1,2023-01-30T19:56:17.000Z,Jane
No help,No help. Evidence provided but ignored. Buyer protection does not exist loop holes exist and exploited to protect businesses not customers.Avoid and use a credit card instead.,1,2023-01-30T16:41:12.000Z,andrew hudson
Rude staff who can't understand what you say!,"Called up to get an issue sorted regarding my account, first person passed me onto someone else, I started speaking to this next person and within a second she interrupted and then transferred me onto someone else without even knowing what I was calling up aboutThe next person was not English and could not understand a word I was saying even though I was speaking clearly.Please start using people who can speak English properly",1,2023-01-30T16:30:29.000Z,Kelly  Langner
PAYPAL DOES NOT PROTECT BUYERS FROM…,"PAYPAL DOES NOT PROTECT BUYERS FROM FRAUDULENT COMPANIES SELLING FAKE PRODUCT.After years of using PayPal, I have never had to rely on the buyers protection agreement that they boast about and make a claim. Unfortunately I bought fake lego off a site called fruugo. They advertised being branded in a box, what got delivered was separate bags of coloured plastic.  Despite the buyers protection stipulating it covers fake product, Facebook paypal messenger employee stated "" it needs to be significantly different"" well fake lego in bags and no box is significantly different but it doesn't stipulate that in paypal's buyer agreement anyway. Then they said they can't issue a refund without a tracking number to provide proof of return. I sent it back economy with no tracking as i had to pay for return postage,so i provided proof of return.... The fraudulent company is hardly going to admit receiving the fake product back. Again, where does it state in the buyers protection that fraudulent sellers have to confirm receipt of returned fake product???? Absolute appalling service from paypal and they should be held accountable for BREACHING their own agreement!!",1,2023-01-30T14:55:17.000Z,Amy Cullen
I tried to claim back a product that I…,I tried to claim back a product that I provided evidence was unusable and they declined the laime,1,2023-01-30T11:26:39.000Z,Mr Christopher Grierson
Can't pay money into PayPal,"For some unknown reason I could not pay money into my PayPal account.The app wasn't working, the website wasn't working...I phoned them up.Only to be told that they couldn't help me out.What the hell?It appears to have sorted itself out, but why was it a problem in the first place?",1,2023-01-30T00:07:31.000Z,Jamjarr
Would be zero stars if I could,Would be zero stars if I could. Awful service.,1,2023-01-29T23:27:51.000Z,joe money
"Rude, Unapologetic and will play with your money!","I had paypal for a few years using them as a payment method, started receiving money through them, suddenly one day a customer told me that my account blew up. Checking in with Paypal, they decided that something I did broke their Tos (No specifics given in what rules I broke)The kicker was they kept my money locked in the account, told me take all their logos off my stuff. Call them up next day the call center woman was nice (honestly the nicest thing about this whole debacle) it turns out it was their system I would recieve an e-mail in 3 days time  time passes I get no apology they just turn the account on guess it's a sorta ""here peasant be happy you can use our service"" I won't be actively accepting money through this smarmy company again. You don't play with a person's money like that. lost a few days worth of cash over it.beware if you plan to do business through them.",1,2023-01-29T20:36:04.000Z,Krimson
PayPal made a payment without my…,PayPal made a payment without my approval. When informed PayPal for transaction they asked for contract. As there was no contract. So I informed them and told them that I do not owe amoney to anyone. But they did listen and leave the money with seller.AVOID PAYPAL. IT IS BECOMING THE FRIEND OF SCAMMERS INSTEAD OF PROTECTOR OF USER/BUYER,1,2023-01-29T15:28:20.000Z,Jaz Hussain
AVOID using PayPal,"It seems there is no point in using PayPal as there is no buyer protection. I sought support when I received an item that wasn’t as described. The response was: We've reviewed the transaction(s) and are refusing your claim(s). This decision was made because if an item is materially similar to the seller's description, we don't consider it to be significantly not as described.It seems that companies can advertise one thing and send out another. How ridiculous! You are probably more protected just using a credit card - I know I will in the future.",1,2023-01-29T12:44:48.000Z,Lisa Pearce
UnGod like of Paypal,"I guess PayPal feels like they are the right hand of God. Making moral decisions on how we can and can't spend our own money.  I've had my account with them for more than five years. Mainly because it is the only way I can receive my income from Prolific. And since Prolific is the bees knees of survey sites I'm forced to keep it. So until they have another way for me to redeem I'll have to deal with the ever changing tools that we get to use for around a month then suddenly it's gone. I'll have to deal with my money being locked down, because whatever Paypal says is the word I'll struggle to swap on my currency's with the completely buggy app the browser tries to ram down our throats. Only to discover you can't do that with the app, must use the browser.I will bite my tongue when my instant transfer has been stop but the help bot tells me I have no restrictions on my account. I then will spend hours trying to figure out what's been done with my money, then finally, just sending it to my husband so he can send the funds right back toy bank.  And never mind how I've been forced into a completely unnecessary business account that makes my dashboard much more complicated to navigate. No, I'll be showing up to both forms of PayPal. Where I'm allowed to ""view"" my money to look at my money.And more on this topic. Can we please clean up the help section.",1,2023-01-29T13:14:52.000Z,Vanessa M Greer
Needs to be zero stars,"Needs to be zero stars!  My bank account is linked to PayPal. I had plenty of money in my account and I tried to send a friend $500. The money wasn’t even removed from my account until two days later.  It has now been two weeks and my friend has still not received the money. It was supposed to be an instant transfer, I was charged $15 for the transfer fee. I will never use PayPal again! It is terrible. I contacted the Better Business Bureau and haven’t heard anything back yet. Customers are victims and are helpless with big companies like this.",1,2023-01-29T02:15:49.000Z,Andrew DeSimone
Useless app ..,Useless app ... i always use paypal and my account was blocked and customer service is so useless,1,2023-01-29T00:40:56.000Z,Cristine Reyes
Never have I been so angry and…,"Never have I been so angry and embarrassed. I got a gift from a family member for my birthday. I was given a PayPal prepaid card. Now I have never used this card so it has been sitting about a month and I decided to use it. I activated the card but only limited use because I only wanted to use it as a gift card. They said online purchases or in store only. I go to use the card and declined. Ok I’m not upset it was on a game so maybe it can’t be used there. I physically go to the store for a few things and declined. Now I’m embarrassed and lucky I have alternative payments with me. I come home and try an online purchase decline. Now I’m angry. I call customer service because this isn’t working and I know the funds are there. I was well below the limit amount. The guy tells me to hold so he can check my account, comes back and proceeds to tell me it’s a limited card. DUH I know this. I’m livid at this point because he’s telling me I need to use the automated service to find out the balance because this is a balance issue. No it’s not. He proceeds to transfer me after I said no I want to talk to someone else. Well he hangs up. I call back exact same thing except when I’m on hold I’m transferred to the automated service. Now I need to take a minute to calm down. I call back wait to be answered in the order of received call and someone literally picks up and hangs up. Seriously 72 minutes of trying to figure out a gift card. Let’s not mention the fact they withheld a monthly fee and it was never even used. PayPal can straight go jump off a canyon as far as I’m concerned. I will never recommend or use this company for anything",1,2023-01-28T22:44:59.000Z,Angela Jones
I can't even create an account for the first time.,"I can't even create an account, I wanted to start a business and every time I want to Create account just in matter of microsecond i get an email, I can't use the service blocked forever Like it's even my first time really what a shameful service.",1,2023-01-28T17:00:38.000Z,Osman Abuna
Worst customer service ever!,-,1,2023-01-28T16:34:27.000Z,Davis Sulcs
I get hacked literally every time I use…,I get hacked literally every time I use PayPal (which is not often). Customer service nonexistent. Trash.,1,2023-01-28T15:23:47.000Z,BBonn
Account Cancelled - No Explanation,"We have had a PayPal account for many years which we used for both business and private use. Recently the account was suspended because apparently we were not meeting their terms of service. The problem is that there is no indication whatsover as to which terms we appear to be breaching so we have no idea what we are supposed to have done wrong or what we need to do to resolve the issue. Could not PayPal at least do their customers the courtesy of explaining the problem?Documents were requested and provided and we then received a message that our account was cancelled due to the unspecified breach. There was a link to their terms of service but having no idea what might be wrong this was useless.To add salt to the wound they then acted like the mafia stating we would receive a message in 180 days explaining how to retrieve the funds in our PayPal account.We believe PayPal has shown itself to be a company with poor communication skills and systems and one that cannot be trusted. If this behaviour does not breach a number of consumer rights, I'd be surprised.",1,2023-01-28T07:19:33.000Z,Craig Mckenzie
Paypal NO PROTECTION  from FRAUD. Watch your account!,"Have been with Paypal for years. Thought it was a safe company to pay for items,  After buying a small item for $15, I noticed that another item for $119 had been added to my Paypal - same day and within minutes of the $15 purchase.  I contacted Paypal immediately to notify them of this and of course it went to dispute - that a Fraud had been committed.  I NEVER would authorize a monthly payment of ANYTHING from my bank account.  Paypal sided with the company.  I called my bank, explained the situation and they immed. retrieved my monies from Paypal. Since them I have been in contact with Paypal continually, shuffled around from person to another with no resolution. The final discussion was for the agent to try to send me to ""collections""!  This was the 8th person I was shuffled to this time!  Paypal's reputation has been declining and I can see why.   I DO NOT RECOOMEND THIS COMPANY TO ANYONE!   THEY DO NOT PROTECT THEIR CUSTOMERS FROM FRAUD!",1,2023-01-27T21:15:09.000Z,CLAUDIA MARCELLO
They are the worst company i have ever…,They are the worst company i have ever dealt with. They ruined my credit score because they are useless.,1,2023-01-27T20:11:48.000Z,Marco
"2months, 8message threads, 5 calls, 20 reps, still NO FIX","It’s taken me over two months, 8 different message threads, 5 phone calls, and over 20 different representatives to try and get an issue resolved, that is STILL not fixed. And something simple too, making it so my preferred payment ( which is in my wallet) is able to be selected when I send money. How hard is that? I’ve never wanted to scream from the lack of competence and help from a group of customer service people in my entire life.",1,2023-01-27T18:57:11.000Z,Mellody Santibanez
could NOT recover my old account,"could NOT recover my old account.  had to create a new one under new e-mail address because i could not update my cell number,  the old one was on outdated phone.",1,2023-01-28T16:13:09.000Z,Scott Mclaughlin
they legalised scammer by providing…,they legalised scammer by providing their services to them. Do not use them,1,2023-01-27T14:35:29.000Z,Susan
PayPal Themselves Are Guilty of Unfair Trading,"I ordered a pair of boots from Superladystar at a cost of almost 90 USD.  The boots arrived marked with the size I ordered but they were way too large I could not wear them.  I contacted the company who said ""not our problem"" and refused to refund my money.  I had ordered through PayPal so contacted them and, to my amazement, PayPal also refused to refund my money as the boots were ""not significantly as described"".  How can something that is the incorrect size NOT be significant.  I appealed their decision but my pleas have been ignored.  Shame on you, PayPal - you yourself are making false claims about your ""buy with confidence"" claim and I intend to report you to the relevant government department for unfair trading.",1,2023-01-27T13:13:59.000Z,Goldfinch
Michelle was excellent!,"Michelle was excellent, had to call to close off my credit but keep the actual PayPal and she managed it in no time at all! She of course asked why but thankfully didn’t do the retentions spiel which I can’t stand from other companies, all in all great experience thank you x",5,2023-01-27T11:40:03.000Z,Lauren Harper
No support available,No support available.  Randomly sending my business messages about untrue things ( account closed because it was open by underage person and in the blocked country?!!) I am old and in the UK! .  No way to run a business.,1,2023-01-27T11:03:23.000Z,Steph Alverine
I kept getting stranger bills every 2…,I kept getting stranger bills every 2 weeks for 8.99 so i called them and said i dont know who that is so block it and cancel it.they said sure.then i find out now paypal took it from my bank account.what the heck pay pay pal.. and you say theres nothing you can do about it.thats not cool.,1,2023-01-27T04:42:01.000Z,Ivan Sigalas
Paypal has initiated a monthly limit on card processing amount,"I have been using PayPal for 17 years. I have never had a chargeback against me or a customer complaint or a resolution filed against my business. And my first transaction for 2023 was a rude awakening with Paypal. A customer made a $2700 purchase. Paypal put a 27 day hold on half of that since the transaction  was over the $2000 a month limit they recently initiated. 2000.00 a month! I’ve been a devoted merchant and when I made an inquiry, I was told I would had to file a dispute. they have also canceled Paypal here, which is been replaced by Zettle.",1,2023-01-27T04:05:12.000Z,Glynn Johnson
i wish i could give Paypal 0 out of 5,-,1,2023-01-27T03:25:07.000Z,Jason Shkreli
PayPal violates its policy to protect buyer's rights.,"Hello Everyone:I would like to share with you a story about PayPal as a third party institution under its created policy and advertisements.  They suppose to represent buyer interest and protect buyer’s rights.  Unfortunately PayPal doesn’t do it.  Or maybe it was before and they don’t do it now.The whole story is about -- I have tried to buy a product from, ops – I didn’t check the company, Hainshow.com (scammer). They accepted a payment from me through the PayPal and …silence…I wrote to Hainshow.com and PayPal, there was a silence again.  After a month I received a note from USPS that the product was successfully delivered. I was not lazy and visited my USPS office.  I found that Hainshow used another address and another addressee on the shipment.  Maybe I would stop my investigation, but the prove-photo from USPS delivery guy, there was a small package.  I orders a product and it would be about 5-6 pounds, definitely not small package.I wrote another message to PayPal with this accident that Hainshow collected several buyers and sent all of them the same tracking number.  One buyer got the order; others got nothing because USPS shows that the order was delivered.  Again, I visited my USPS office. The USPS delivery guy showed me the picture of the package with a different name, different address but the same tracking number.  I made copies and sent to PayPal.  Wow, PayPal didn’t want to do anything, or someone didn’t want to do a real investigation.  They just closed the case.If you ask me what I did – I broke the relations with PayPal and wrote them, that they hadn’t followed their promises, they didn’t protect buyer’s rights and they didn’t spent time for the investigation.My concern they are not qualified for presenting buyer’s rights on the web.  Maybe you are luckier, but I don’t.  I can see there are more complaints, so, I am assuming it is a SYSTEM to lie to their customers.=Andre Morua",1,2023-01-27T01:40:43.000Z,Andre Morua
policies sucks account got suspended…,policies sucks account got suspended just because i wanted to support a game dev and later paypal suspended my paypal balance and everything seems to me like a money grab if paypal doesn't want me to pay someone don't let me i will find other ways to pay who i want but don't steal my funds you can use it with caution but don't put anything in a paypal balance cause there is a good chance they steal it. btw support sucks too.,1,2023-01-27T01:05:34.000Z,lukas lukas
Do not use PayPal!,"Do not use PayPal!! I called in to report a dispute which the agent could confirm it was legitimate. They told me it would take 20 BUSINESS DAYS to resolve the issue, they charged me EXTRA in order to get the balance on my card, telling me that would take TEN BUSINESS Days!!  They charged me to get MY check, my balance to mail the reminder on my card which is now locked. I rarely do reviews but this is ridiculously overboard.",1,2023-01-27T00:13:23.000Z,Solo Mon
I have been dealing with PayPal trying…,"I have been dealing with PayPal trying to close my account and have my balance returned for over a month.  I've submitted every document I have called, the amount of disrespect and ignorance I've experienced from them is overwhelming and I am left feeling horrible. They have no respect for anyone using PayPal and I have no idea what to do anymore.  I wouldn't advise anyone to consider using PayPal it's the worst experience ever.",1,2023-01-26T22:14:00.000Z,Amanda H
5% difference in exchange rate + high…,"5% difference in exchange rate + high friends and family fees - I am going elsewhere. Current exchange rate of CHF to EUR is 1:1, Paypal offers 1CHF = .95 EUR. Taking that much advantage of exchange rates??? Really??? You wont get my business anymore. On top of that the friends and family fees are outrageous. I understand this is a company created and run off of making money on financial transactions, but enough is enough.",1,2023-01-26T21:57:52.000Z,Jason
"They were bad before, now they are terrible!!!!","They were bad before, but they are much worse now. You can't get anyone on the phone now. I try not to use Paypal if possible, except when I have to send money overseas. It's shameful that such a bad American company exists. Shame!",1,2023-01-26T21:48:09.000Z,Erin Brown
Great customer service,I made a preorder with a shop (Sonner Toys) in May 2021 and the order never arrived and bow they are in administration. I asked paypal if there was anything they could do even though I was well out of the 180 day limit. They gane me my moey back in credit as a gesture of goodwill which is more than I was expecting. Very pleased with the result. Well done Paypal,5,2023-01-26T20:36:36.000Z,Jason Hampson
the worst,the worst . dont use this app they are thieves and will do anything to take fees but none of their services work properly ! stay away from paypal at all cost,1,2023-01-26T19:06:29.000Z,Grabba Kay
Terrible customer service.,Terrible customer service.45 mins waiting to speak to someone a robot cant help with.,1,2023-01-26T18:24:06.000Z,Exceptional Glass of New Jerse
Unnable to use as a portal Paypal to…,Unnable to use as a portal Paypal to purchase products. Locks me out possible because I disagreed with their Commie political actions of late.,1,2023-01-26T17:15:03.000Z,Giblets O'Shaughnessy
Quick customer service after getting locked out,"Had to contact PayPal support this morning after realising I was effectively locked out of my account after changing my number, as I no longer had access to it. I rang up and after giving some information to confirm my identity, the number was changed, and the customer service rep stayed on the line until I was logged in again.",5,2023-01-26T16:20:17.000Z,Amy Stuart
Account got banned for couple days than…,Account got banned for couple days than its back but around 220€ of my balance on hold and i have to wait 180 days to get them!!!!Its literally a robbery Dont use this app they will rob you blind,1,2023-01-26T14:59:13.000Z,Gaith Rabhi
"Do not use PayPal, they may suspend your funds at any moment",I have a payment gatewayPayPal CheckoutPayment Status: PENDINGPayment Status: PENDINGPayment Status: PENDINGPayment Status: PENDINGI lost a lot of money because of PaypalI hope the spread of cryptocurrencies and the elimination of Paypal,1,2023-01-26T12:52:23.000Z,Eng Mohammed
I trusted using PayPal in case the…,I trusted using PayPal in case the purchase was fraudulent. PayPal actually supports the fraud sellers. I will never use PayPal again. I am overly pissed off,1,2023-01-26T06:36:18.000Z,lucy schwartz schwartz
"Been a member since 2005, if your account gets compromised, they could care less, this is seedy","Someone made a fraudulent purchase through my paypal for a google phone totaling $1046. I had to cancel all my cards, and change my checking account. Paypal sends me an email saying they will be making another attempt to draw the money after I used their ""resolution center"" to let them know i never made this purchase. They said they found nothing suspicious. What the hell is the point of having a resolution center just to send that? This feels like a smarmy organization run by crooks. I cant even CANCEL my account now because it says I have disputes currently open. NEVER again.",1,2023-01-26T06:35:28.000Z,vectorman
This company is a joke,This company is a joke! I’ve been trying to close my account for months and they won’t do it. They are emailing me and calling me constantly! I’m so mad! Close my account!!!,1,2023-01-26T04:18:59.000Z,Catherine Chagra
PayPal Purchaser Protection is fake,PayPal Purchaser Protection is fake. I purchased 2 items online in November from what turns out is a scam site. I reached out to the merchants for refund 5 different times before I logged a dispute through PayPal under Purchaser Protection. They went back and forth and still haven't honored their protection policy.,1,2023-01-25T19:55:46.000Z,Rachel Foote
Avoid,"too bad the minimum star amount is 1. I would rate my experience as 0. They support money theft, dodge business and fascism. Utterly despicable and disgusting.",1,2023-01-25T12:12:01.000Z,Yma
Paypal are scammers like the FTX…,Paypal are scammers like the FTX bitcoin exchange,1,2023-01-25T12:02:28.000Z,Maya Catz
Refund under payment,Asked for a refund as my purchase never arrived. My refund was £17 short and can't get an answer to tell me why.,1,2023-01-25T11:34:55.000Z,Lisa Shires
As rubbish as it gets... Zero customer service.,"Ive got 2 paypal account. Once forced me to change my password. 1. Asked me to confirm my email (DONE)2. Asked me to type pass code sent by text message (DONE) And yet I still cant log on my account. It ask me the color of my first car, name of my primary school. I typed both but their rubbish system said I failed both... nevermind... Ive got another account...Logged on but I was simply unable to pay for an invoice I received. Logged on, pass code done... wahey... Going to the invoice to pay after 10 second logging in... trying to pay my invoice... popup again to log in AGAIN. (Like 10 seconds after I logged in). I add my passcode and nothing happens! Absolutely NOTHING! Progress icon just goes round and round and nothing happens. I wasnt able to pay for a simple invoice and wasted 40 mins by trying it... ok.. lets call paypal... go to call paypal menu at 9am GMT... They give you a ""one time pass code"" but give you no phone number to actually call!!! You dont even know what phone number you need to call... I mean how dumb a manager has to be to approve a website design on the call menu without showing/providing a phone number?! This is when I felt that they actually try to make my life miserable and trying to put barriers to prevent me to actually contact them. I spent 5 mins again on Google to find their phone number. Under my pass code they show: Customer Service Hours8.00 and 4.30 GMT Monday to FridayWhen I tried to call them first they said they:1. dont recognize my passcode that THEY GAVE ME!!2. they dont recognize my mobile number on my account (their rubbish AI system was unable to understand the numbers I said and it didint accept it when I actually typed it)Eventually I gave up and said I dont know my mobile number... then rubbish AI said Im calling them out of business hours as their opening time is (PT) Pacific Time. Their ""online community"" is flooded with unanswered questions... Paypal dont think their customers are important enough to give a customer service for that 3.4% fees they grab from online sellers. Just take the money and run... In fact Im very happy that Ebay is getting rid of Paypal. I guess if Elon Musk would go back to Paypal would do the same as with Twitter. Fire a bunch of absolutely useless managers and big bosses. I dont think any serious company could consider cooperating with Paypal. Why should they? Do not use Paypal as you get zero support when you are in trouble!",1,2023-01-25T09:52:24.000Z,KnightWhoSaysNI
Poor service,"Used service CVmaker, they ask to install PayPal and add my credit card. It was done. I pay money for the service above. Next month without my consent my money missed, next month same story. I found that CVmaker via PayPal take money every month. But I cancelled all automatic transactions. Then I created cases in PayPal service send all proof. One month I waiting for return money. And now they reply “We have reviewed this transaction(s) and are denying your claim(s). This decision was made because the dispute was submitted with insufficient information/documentation to support the claim and we were unable to obtain the required information.”DO NOT USE PayPal to avoid miss your money ! My cases #PP-R-DQN-468994355PP-R-UOB-468994562",1,2023-01-25T02:14:28.000Z,Aleksey Tkach
PayPal Costs 6% more than Western Union,"I used PayPal to pay for some tours for a group of friends I'm taking to Mexico next month. I did research on the best way to do this and it was between Western Union which I've used before and PayPal. The reviews I read all seemed to favor PayPal. So, I did a trial payment of $400. It turned out that they charged me $12 (3%) more for the same payment compared to Western Union. Plus, they charged the receiver 3%. This is 6% more! $6 per $100!! When you are talking $10,000 like I am paying combined for different tours it is $600 more!!",1,2023-01-24T22:17:45.000Z,Jeffrey
I wish I could score a zero for PayPal,I wish I could score a zero for PayPal! Absolutely terrible! I had not only a nightmare experience with the incompetent customer service but also the useless PayPal service as well. I don’t even have the energy to write about it,1,2023-01-24T21:05:21.000Z,ID
Paypal won't give me my money,"Paypal is ridiculous, they try to hold onto your funds for dear life... of course, deposits are NAVER a problem...but withdrawals are tedious and their customer support is incredibly unprofessional and doesn't understand the client's concerns. I have been dealing with them for the past 3 hours asking for the accounting email...I have received no email but about 5 copy/paste answers. I am seriously disappointed",1,2023-01-24T17:49:31.000Z,Giancarlo
Purchase a defective item using PayPal,Purchase a defective item using PayPal. Contacted them provided them with all the information they requested including proof of the defective item and a tracking number as proof that I had returned the item. Got a confirmation email from PayPal to say that they had received everything that was required. Received a number of emails from PayPal to say that they were investigating the matter and a decision would be made on the 22/1/2023. Received an email today to inform me that my claim was denied as I had not provided the information they requested within 3 days. Beware of using this service.,1,2023-01-24T17:09:24.000Z,Mr Scully
PayPal is the worst to deal with,"PayPal is the worst to deal with. There customer service cannot get there stories straight, they give you the run around and are full of crap. Never deal with them. They are as bad as the scammers out there.",1,2023-01-24T16:42:35.000Z,Ed
I have had a Paypal account for years…,"I have had a Paypal account for years and sold a $100 product through their recommended process.  It's 3 weeks later and I still haven't received my payment.  I won't be using them again.  Additionally, the transaction fee is outrageous.",1,2023-01-24T16:37:33.000Z,Anxley Miles
